country,year,environment_climate_issue1_sum,environment_climate_issue1_mean,healthcare_issue1_sum,healthcare_issue1_mean,climate_health_sum,climate_health_mean
Sweden,2018.0,423,0.2568306010928962,91,0.05525197328476017,79,0.04796599878567092
Sweden,2019.0,291,0.2709497206703911,48,0.0446927374301676,44,0.040968342644320296
Sweden,2020.0,273,0.228643216080402,144,0.12060301507537688,101,0.08458961474036851
Sweden,2021.0,330,0.3395061728395062,45,0.046296296296296294,47,0.04835390946502058
Sweden,2022.0,264,0.2730093071354705,27,0.027921406411582212,13,0.01344364012409514
Sweden,2023.0,81,0.24545454545454545,6,0.01818181818181818,5,0.015151515151515152
Sweden,2024.0,70,0.2661596958174905,12,0.045627376425855515,12,0.045627376425855515
Sweden,2025.0,49,0.19291338582677164,4,0.015748031496062992,4,0.015748031496062992
Switzerland,2010.0,68,0.17215189873417722,4,0.010126582278481013,3,0.007594936708860759
Switzerland,2011.0,84,0.18834080717488788,12,0.026905829596412557,7,0.01569506726457399
Switzerland,2012.0,87,0.15535714285714286,21,0.0375,19,0.033928571428571426
Switzerland,2013.0,102,0.1950286806883365,31,0.05927342256214149,27,0.05162523900573614
Switzerland,2014.0,145,0.23462783171521034,26,0.042071197411003236,27,0.043689320388349516
Switzerland,2015.0,129,0.2064,15,0.024,14,0.0224
Switzerland,2016.0,96,0.1927710843373494,12,0.024096385542168676,12,0.024096385542168676
Switzerland,2017.0,73,0.1848101265822785,8,0.020253164556962026,8,0.020253164556962026
Switzerland,2018.0,96,0.2029598308668076,19,0.040169133192389,17,0.035940803382663845
Switzerland,2019.0,123,0.29009433962264153,16,0.03773584905660377,18,0.04245283018867924
Switzerland,2020.0,108,0.23893805309734514,56,0.12389380530973451,45,0.09955752212389381
Switzerland,2021.0,111,0.23870967741935484,83,0.17849462365591398,79,0.16989247311827957
Switzerland,2022.0,103,0.2325056433408578,33,0.0744920993227991,29,0.0654627539503386
Switzerland,2023.0,81,0.2,27,0.06666666666666667,26,0.06419753086419754
Switzerland,2024.0,67,0.17135549872122763,15,0.03836317135549872,24,0.061381074168797956
Switzerland,2025.0,98,0.2033195020746888,10,0.02074688796680498,11,0.022821576763485476
UK,2010.0,205,0.14684813753581663,60,0.04297994269340974,35,0.025071633237822348
UK,2011.0,269,0.1972140762463343,82,0.060117302052785926,54,0.039589442815249266
UK,2012.0,270,0.12605042016806722,126,0.058823529411764705,53,0.024743230625583566
UK,2013.0,274,0.11970292704237659,164,0.07164700742682394,76,0.033202271734381825
UK,2014.0,464,0.12320764737121614,333,0.08842272968667021,130,0.03451938396176314
UK,2015.0,472,0.12559872272485365,371,0.09872272485364555,151,0.04018094731240021
UK,2016.0,457,0.1137664924072691,390,0.0970873786407767,141,0.0351008215085885
UK,2017.0,462,0.14290133003402414,257,0.07949273120940303,94,0.02907516238787504
UK,2018.0,270,0.11330255979857323,206,0.08644565673520772,70,0.029374737725556023
UK,2019.0,487,0.1654774040095141,239,0.08120965001698946,89,0.030241250424736663
UK,2020.0,481,0.1434964200477327,766,0.22852028639618138,373,0.11127684964200478
UK,2021.0,485,0.17726608187134502,429,0.15679824561403508,221,0.0807748538011696
UK,2022.0,223,0.16704119850187266,98,0.07340823970037454,45,0.033707865168539325
UK,2023.0,36,0.2011173184357542,27,0.15083798882681565,14,0.0782122905027933
UK,2024.0,13,0.10317460317460317,15,0.11904761904761904,7,0.05555555555555555
UK,2025.0,99,0.2796610169491525,7,0.01977401129943503,5,0.014124293785310734
